Category,States/UT's,Districts,No. of CSCs,Female,Male,Total1,General,OBC,SC,ST
Case Registered,Andaman and Nicobar,Nicobar,5,615,852,1467,557,315,546,49
Case Registered,Andaman and Nicobar,North and Middle Andaman,37,765,1114,1879,199,187,1436,57
Case Registered,Andaman and Nicobar,South Andaman,31,340,251,591,42,89,430,30
Case Registered,Andhra Pradesh,Alluri Sitharama Raju,430,6370,6828,13198,3585,4660,3176,1777
Case Registered,Andhra Pradesh,Anakapalli,646,6311,6267,12578,3532,4196,4347,503
Case Registered,Andhra Pradesh,Anantapur,577,10050,21628,31678,9189,8651,12245,1593
Case Registered,Andhra Pradesh,Annamayya,501,2039,1181,3220,1173,776,1118,153
Case Registered,Andhra Pradesh,Bapatla,461,1756,1960,3716,1729,680,1120,187
Case Registered,Andhra Pradesh,Chittoor,724,24254,12256,36510,19944,8818,7115,633
Case Registered,Andhra Pradesh,East Godavari,300,5908,7332,13240,7032,3230,2370,608
Case Registered,Andhra Pradesh,Eluru,572,345,507,852,423,199,210,20
Case Registered,Andhra Pradesh,Guntur,258,21371,13942,35313,8831,13189,10245,3048
Case Registered,Andhra Pradesh,Kakinada,385,775,947,1722,815,445,426,36
Case Registered,Andhra Pradesh,Konaseema,385,535,576,1111,380,541,163,27
Case Registered,Andhra Pradesh,Krishna,491,5518,7115,12633,5842,2893,3526,372
Case Registered,Andhra Pradesh,Kurnool,484,17867,22481,40348,27116,6569,3771,2892
Case Registered,Andhra Pradesh,Nandyal,489,493,1434,1927,1192,496,225,14
Case Registered,Andhra Pradesh,NTR,288,1674,3340,5014,1570,1297,2025,122
Case Registered,Andhra Pradesh,Palnadu,527,1343,2791,4134,2142,747,758,487
Case Registered,Andhra Pradesh,Parvathipuram Manyam,452,446,965,1411,252,742,265,152
Case Registered,Andhra Pradesh,Prakasam,730,8765,9790,18555,10959,3607,3607,382
Case Registered,Andhra Pradesh,Spsr Nellore,722,5505,4151,9656,6201,1096,1933,426
Case Registered,Andhra Pradesh,Sri Sathya Sai,467,447,1498,1945,803,526,561,55
Case Registered,Andhra Pradesh,Srikakulam,917,4321,6680,11001,2116,3600,2826,2459
Case Registered,Andhra Pradesh,Tirupati,774,4909,3206,8115,2348,5115,571,81
Case Registered,Andhra Pradesh,Visakhapatnam,79,6137,9863,16000,6709,3020,2467,3804
Case Registered,Andhra Pradesh,Vizianagaram,777,10652,15291,25943,5446,16460,2574,1463
Case Registered,Andhra Pradesh,West Godavari,368,2885,2600,5485,2724,2205,466,90
Case Registered,Andhra Pradesh,Y.S.R.,557,4271,6834,11105,5836,4025,1130,114
Case Registered,Arunachal Pradesh,Anjaw,41,1034,669,1703,380,830,433,60
Case Registered,Arunachal Pradesh,Changlang,102,4867,4153,9020,1885,1732,4209,1194
Case Registered,Arunachal Pradesh,Dibang Valley,21,1657,831,2488,286,1022,1024,156
Case Registered,Arunachal Pradesh,East Kameng,112,1153,556,1709,225,437,879,168
Case Registered,Arunachal Pradesh,East Siang,94,848,275,1123,198,255,625,45
Case Registered,Arunachal Pradesh,Kamle,57,0,0,0,0,0,0,0
Case Registered,Arunachal Pradesh,KraDaadi,78,50,40,90,2,9,19,60
Case Registered,Arunachal Pradesh,KurungKumey,75,650,1038,1688,59,4,135,1490
Case Registered,Arunachal Pradesh,Leparada,49,3,9,12,0,9,0,3
Case Registered,Arunachal Pradesh,Lohit,32,87,84,171,133,10,19,9
Case Registered,Arunachal Pradesh,Longding,48,9,14,23,3,0,20,0
Case Registered,Arunachal Pradesh,Lower Dibang Valley,60,24,15,39,3,12,12,12
Case Registered,Arunachal Pradesh,Lower Siang,51,0,0,0,0,0,0,0
Case Registered,Arunachal Pradesh,Lower Subansiri,164,160,181,341,8,3,243,87
Case Registered,Arunachal Pradesh,Namsai,103,8,5,13,6,1,0,6
Case Registered,Arunachal Pradesh,PakkeKessang,28,0,0,0,0,0,0,0
Case Registered,Arunachal Pradesh,Papum Pare,81,439,299,738,63,99,199,377
Case Registered,Arunachal Pradesh,Shi Yomi,34,0,0,0,0,0,0,0
Case Registered,Arunachal Pradesh,Siang,78,0,0,0,0,0,0,0
Case Registered,Arunachal Pradesh,Tawang,80,87,53,140,57,6,73,4
Case Registered,Arunachal Pradesh,Tirap,56,60,19,79,33,6,26,14
Case Registered,Arunachal Pradesh,Upper Siang,62,219,51,270,167,43,57,3
Case Registered,Arunachal Pradesh,Upper Subansiri,130,305,775,1080,12,169,896,3
Case Registered,Arunachal Pradesh,West Kameng,98,54,14,68,13,8,43,4
Case Registered,Arunachal Pradesh,West Siang,72,7,16,23,1,0,20,2
Case Registered,Assam,Bajali,33,10355,2900,13255,4128,6394,2398,335
Case Registered,Assam,Baksa,41,4464,5837,10301,1797,4702,2768,1034
Case Registered,Assam,Barpeta,86,4368,8897,13265,6033,3733,2930,569
Case Registered,Assam,Biswanath,76,3023,3764,6787,904,3219,2247,417
Case Registered,Assam,Bongaigaon,65,5322,5205,10527,4011,4321,1868,327
Case Registered,Assam,Cachar,105,2202,2185,4387,1392,1560,1316,119
Case Registered,Assam,Charaideo,36,1192,480,1672,108,626,864,74
Case Registered,Assam,Chirang,37,565,923,1488,584,290,358,256
Case Registered,Assam,Darrang,75,5618,17711,23329,20424,1815,847,243
Case Registered,Assam,Dhemaji,65,2312,3666,5978,488,1782,724,2984
Case Registered,Assam,Dhubri,92,13727,23496,37223,34664,1566,824,169
Case Registered,Assam,Dibrugarh,93,1439,1393,2832,1389,850,422,171
Case Registered,Assam,Dima Hasao,41,168,109,277,20,72,146,39
Case Registered,Assam,Goalpara,81,6039,16847,22886,21163,474,1003,246
Case Registered,Assam,Golaghat,92,783,1197,1980,1072,562,200,146
Case Registered,Assam,Hailakandi,62,1629,4764,6393,5043,687,551,112
Case Registered,Assam,Hojai,67,2289,3845,6134,3545,483,1774,332
Case Registered,Assam,Jorhat,90,900,1136,2036,643,751,520,122
Case Registered,Assam,Kamrup,106,5824,17907,23731,20103,877,740,2011
Case Registered,Assam,Kamrup Metro,22,142,192,334,118,88,106,22
Case Registered,Assam,Karbi Anglong,33,442,805,1247,68,393,291,495
Case Registered,Assam,Karimganj,96,71,181,252,117,76,58,1
Case Registered,Assam,Kokrajhar,29,2127,5263,7390,4977,1560,501,352
Case Registered,Assam,Lakhimpur,81,1474,2761,4235,2007,1641,290,297
Case Registered,Assam,Majuli,20,79,155,234,34,96,45,59
Case Registered,Assam,Morigaon,85,1435,2759,4194,3177,228,737,52
Case Registered,Assam,Nagaon,98,590,1377,1967,434,154,1178,201
Case Registered,Assam,Nalbari,65,770,2470,3240,2763,349,111,17
Case Registered,Assam,Sivasagar,82,4398,2483,6881,4235,2026,466,154
Case Registered,Assam,Sonitpur,82,1823,3351,5174,2770,1699,429,276
Case Registered,Assam,South SalmaraMankachar,35,1371,3498,4869,4818,13,37,1
Case Registered,Assam,Tinsukia,85,252,275,527,127,184,173,43
Case Registered,Assam,Udalguri,20,1236,1476,2712,1485,433,210,584
Case Registered,Assam,West Karbi Anglong,24,134,495,629,24,194,180,231
Case Registered,Assam,Tamulpur,1,28,37,65,9,36,17,3
Case Registered,Bihar,Araria,218,8037,18250,26287,2948,16792,5276,1271
Case Registered,Bihar,Arwal,65,4596,3237,7833,1450,1955,3905,523
Case Registered,Bihar,Aurangabad (Bihar),204,8589,9627,18216,1103,5229,9281,2603
Case Registered,Bihar,Banka,185,11099,8177,19276,3325,8562,6753,636
Case Registered,Bihar,Begusarai,229,9931,4961,14892,2328,5452,6638,474
Case Registered,Bihar,Bhagalpur,242,3970,5021,8991,1429,5099,2093,370
Case Registered,Bihar,Bhojpur,228,3621,4615,8236,1463,4747,1765,261
Case Registered,Bihar,Buxar,142,1032,999,2031,272,874,824,61
Case Registered,Bihar,Darbhanga,324,18793,11899,30692,1729,7295,20673,995
Case Registered,Bihar,Gaya,332,12069,8870,20939,1848,6369,10055,2667
Case Registered,Bihar,Gopalganj,234,2731,4485,7216,1645,4315,1019,237
Case Registered,Bihar,Jamui,153,2836,7099,9935,1228,5444,2315,948
Case Registered,Bihar,Jehanabad,93,633,1396,2029,354,1309,343,23
Case Registered,Bihar,Kaimur (Bhabua),149,2361,7016,9377,1885,3203,3583,706
Case Registered,Bihar,Katihar,236,24156,30570,54726,5861,14220,30502,4143
Case Registered,Bihar,Khagaria,129,60695,13428,74123,3629,21420,45232,3842
Case Registered,Bihar,Kishanganj,126,1661,2020,3681,879,1680,771,351
Case Registered,Bihar,Lakhisarai,80,2539,967,3506,347,1243,1850,66
Case Registered,Bihar,Madhepura,171,6517,4882,11399,981,4031,5892,495
Case Registered,Bihar,Madhubani,398,4620,5015,9635,1735,4619,2872,409
Case Registered,Bihar,Munger,101,1945,920,2865,347,1581,736,201
Case Registered,Bihar,Muzaffarpur,385,14230,19503,33733,3195,12736,12282,5520
Case Registered,Bihar,Nalanda,249,4612,6154,10766,5105,4055,1531,75
Case Registered,Bihar,Nawada,187,2173,3845,6018,676,2891,2100,351
Case Registered,Bihar,Pashchim Champaran,315,2366,5045,7411,1336,3659,1826,590
Case Registered,Bihar,Patna,322,4932,5407,10339,806,5570,3630,333
Case Registered,Bihar,Purbi Champaran,405,4080,3722,7802,813,3898,2637,454
Case Registered,Bihar,Purnia,246,16404,26446,42850,4039,26132,9287,3392
Case Registered,Bihar,Rohtas,245,1865,4002,5867,389,3642,1761,75
Case Registered,Bihar,Saharsa,151,2249,4973,7222,507,3454,2960,301
Case Registered,Bihar,Samastipur,381,6795,4020,10815,1220,5507,3922,166
Case Registered,Bihar,Saran,323,1894,2445,4339,256,2897,1104,82
Case Registered,Bihar,Sheikhpura,54,1423,2264,3687,777,1807,1035,68
Case Registered,Bihar,Sheohar,53,757,566,1323,310,501,439,73
Case Registered,Bihar,Sitamarhi,270,4535,14698,19233,4074,10327,3945,887
Case Registered,Bihar,Siwan,293,5406,3752,9158,553,2365,4971,1269
Case Registered,Bihar,Supaul,181,2057,1793,3850,393,2427,937,93
Case Registered,Bihar,Vaishali,286,15529,9082,24611,2316,3655,13926,4714
Case Registered,Chandigarh,Chandigarh,12,3803,2324,6127,929,951,3716,531
Case Registered,Chhattisgarh,Balod,437,35774,14632,50406,8068,27577,11647,3114
Case Registered,Chhattisgarh,Baloda Bazar,520,16687,9931,26618,2787,13965,8061,1805
Case Registered,Chhattisgarh,Balrampur ( Chhattisgarh),468,22444,22890,45334,5854,21900,11232,6348
Case Registered,Chhattisgarh,Bastar,433,9136,3598,12734,1466,6234,3104,1930
Case Registered,Chhattisgarh,Bemetara,429,10205,3408,13613,1214,7398,4242,759
Case Registered,Chhattisgarh,Bijapur,170,3897,3398,7295,1204,2673,1843,1575
Case Registered,Chhattisgarh,Bilaspur (Chhattisgarh),812,3128,2623,5751,1062,2598,1395,696
Case Registered,Chhattisgarh,Dantewada,143,1103,1381,2484,230,1033,611,610
Case Registered,Chhattisgarh,Dhamtari,370,2808,4163,6971,442,4905,1114,510
Case Registered,Chhattisgarh,Durg,300,3942,5373,9315,2038,4948,1841,488
Case Registered,Chhattisgarh,Gariyaband,336,1360,3875,5235,279,2973,1022,961
Case Registered,Chhattisgarh,GaurellaPendraMarwahi,166,1834,2500,4334,398,1980,442,1514
Case Registered,Chhattisgarh,Janjgir-Champa,657,6969,13873,20842,491,8792,7866,3693
Case Registered,Chhattisgarh,Jashpur,444,1272,3915,5187,200,1844,1617,1526
Case Registered,Chhattisgarh,Kabirdham (Kawardha),468,1443,5930,7373,921,3800,1201,1451
Case Registered,Chhattisgarh,Kanker,454,2650,6779,9429,703,3881,1039,3806
Case Registered,Chhattisgarh,Kondagaon,383,1490,3598,5088,179,946,889,3074
Case Registered,Chhattisgarh,Korba,412,20258,38751,59009,2207,18126,17468,21208
Case Registered,Chhattisgarh,Korea,384,3277,4132,7409,1189,3065,2091,1064
Case Registered,Chhattisgarh,Mahasamund,551,32026,66960,98986,3177,38352,23606,33851
Case Registered,Chhattisgarh,Mungeli,370,671,3266,3937,344,1251,1990,352
Case Registered,Chhattisgarh,Narayanpur,104,1860,1848,3708,488,1101,642,1477
Case Registered,Chhattisgarh,Raigarh (Chhattisgarh),549,865,1577,2442,173,851,614,804
Case Registered,Chhattisgarh,Raipur,410,6882,16119,23001,4893,11634,4500,1974
Case Registered,Chhattisgarh,Rajnandgaon,813,15597,24645,40242,1630,16569,6277,15766
Case Registered,Chhattisgarh,Sukma,153,4484,3989,8473,946,1302,2812,3413
Case Registered,Chhattisgarh,Surajpur,480,1189,1459,2648,525,1000,697,426
Case Registered,Chhattisgarh,Surguja,433,4382,8810,13192,551,1378,4229,7034
Case Registered,Chhattisgarh,KhairgarhChhuikhadanGandai,1,0,0,0,0,0,0,0
Case Registered,Chhattisgarh,ManendragarhChirimiriBharatpur,1,0,0,0,0,0,0,0
Case Registered,Chhattisgarh,MohlaManpurAmbagarhChouki,1,0,0,0,0,0,0,0
Case Registered,Chhattisgarh,Sakti,1,92,4,96,13,64,6,13
Case Registered,Chhattisgarh,SarangarhBilaigarh,1,0,0,0,0,0,0,0
Case Registered,Dadra And Nagar Haveli & Daman & Diu,Dadra And Nagar Haveli,20,2690,7327,10017,7209,1098,1028,682
Case Registered,Dadra And Nagar Haveli & Daman & Diu,Daman,11,155,181,336,248,23,58,7
Case Registered,Dadra And Nagar Haveli & Daman & Diu,Diu,4,58,43,101,91,5,5,0
Case Registered,Delhi,Central,1,530,637,1167,217,370,561,19
Case Registered,Delhi,East,1,874,815,1689,282,955,391,61
Case Registered,Delhi,New Delhi,1,1050,984,2034,225,1425,329,55
Case Registered,Delhi,North,1,536,644,1180,127,605,422,26
Case Registered,Delhi,North East,1,457,1108,1565,614,544,375,32
Case Registered,Delhi,North West,1,640,621,1261,122,498,621,20
Case Registered,Delhi,Shahdara,1,191,419,610,6,341,244,19
Case Registered,Delhi,South,1,112,210,322,73,126,121,2
Case Registered,Delhi,South East,1,152,140,292,93,86,112,1
Case Registered,Delhi,South West,1,154,89,243,59,51,132,1
Case Registered,Delhi,West,1,33,62,95,35,17,42,1
Case Registered,Goa,North Goa,102,2477,4330,6807,2435,788,3162,422
Case Registered,Goa,South Goa,87,1698,2526,4224,2498,458,1169,99
Case Registered,Gujarat,Ahmadabad,453,4257,4640,8897,1869,3359,2687,982
Case Registered,Gujarat,Amreli,598,3184,3680,6864,986,1700,2018,2160
Case Registered,Gujarat,Anand,351,2440,3122,5562,693,859,1200,2810
Case Registered,Gujarat,Arvalli,323,2435,4005,6440,916,2540,1167,1817
Case Registered,Gujarat,Banas Kantha,896,7293,17243,24536,2653,12275,6127,3481
Case Registered,Gujarat,Bharuch,541,594,837,1431,355,271,355,450
Case Registered,Gujarat,Bhavnagar,660,1133,3462,4595,687,3028,681,199
Case Registered,Gujarat,Botad,180,336,3070,3406,166,2675,308,257
Case Registered,Gujarat,Chhotaudepur,342,158,274,432,31,20,178,203
Case Registered,Gujarat,Dang,92,4514,7683,12197,20,11,2606,9560
Case Registered,Gujarat,Devbhumi Dwarka,240,580,1664,2244,329,376,798,741
Case Registered,Gujarat,Dohad,558,6199,21394,27593,735,1309,5808,19741
Case Registered,Gujarat,Gandhinagar,285,3378,8091,11469,1117,1614,7570,1168
Case Registered,Gujarat,Gir Somnath,329,1265,14800,16065,659,5532,8944,930
Case Registered,Gujarat,Jamnagar,416,2428,4351,6779,1928,1947,1989,915
Case Registered,Gujarat,Junagadh,491,5292,19736,25028,5631,15009,1539,2849
Case Registered,Gujarat,Kachchh,631,2977,1719,4696,394,1082,2818,402
Case Registered,Gujarat,Kheda,520,518,3434,3952,2964,594,324,70
Case Registered,Gujarat,Mahesana,609,20708,25961,46669,2258,4892,1010,38509
Case Registered,Gujarat,Mahisagar,353,2992,3881,6873,1090,3816,1070,897
Case Registered,Gujarat,Morbi,349,544,266,810,336,398,45,31
Case Registered,Gujarat,Narmada,221,3548,11908,15456,638,614,1591,12613
Case Registered,Gujarat,Navsari,369,19358,27225,46583,4021,5265,4061,33236
Case Registered,Gujarat,Panch Mahals,494,601,1313,1914,267,476,119,1052
Case Registered,Gujarat,Patan,476,940,3159,4099,299,1357,2261,182
Case Registered,Gujarat,Porbandar,148,639,3017,3656,517,2872,117,150
Case Registered,Gujarat,Rajkot,590,2304,8640,10944,4125,5261,1050,508
Case Registered,Gujarat,Sabar Kantha,482,369,2720,3089,267,1605,801,416
Case Registered,Gujarat,Surat,551,1026,2325,3351,1279,846,338,888
Case Registered,Gujarat,Surendranagar,540,1681,13490,15171,2532,11824,645,170
Case Registered,Gujarat,Tapi,291,3445,4267,7712,220,595,494,6403
Case Registered,Gujarat,Vadodara,533,13810,60094,73904,23538,5707,14216,30443
Case Registered,Gujarat,Valsad,379,10470,9983,20453,3560,3283,2870,10740
Case Registered,Haryana,Ambala,400,8183,6243,14426,3634,2643,6899,1250
Case Registered,Haryana,Bhiwani,310,9262,13642,22904,4672,4222,12165,1845
Case Registered,Haryana,Charki Dadri,164,2686,1555,4241,1416,1469,1191,165
Case Registered,Haryana,Faridabad,100,3506,3823,7329,2099,2704,2225,301
Case Registered,Haryana,Fatehabad,259,6904,2787,9691,1897,4747,2605,442
Case Registered,Haryana,Gurugram (Gurgaon),157,1063,1439,2502,643,791,924,144
Case Registered,Haryana,Hisar,300,665,1885,2550,736,579,1175,60
Case Registered,Haryana,Jhajjar,247,1128,3006,4134,1635,1145,1309,45
Case Registered,Haryana,Jind,300,495,2259,2754,1457,649,601,47
Case Registered,Haryana,Kaithal,277,1143,3900,5043,640,597,3769,37
Case Registered,Haryana,Karnal,393,631,1332,1963,651,434,812,66
Case Registered,Haryana,Kurukshetra,402,3218,2803,6021,748,836,1076,3361
Case Registered,Haryana,Mahendragarh,342,571,3638,4209,1210,1331,1568,100
Case Registered,Haryana,Mewat (Nuh),325,5846,58686,64532,6406,50771,6341,1014
Case Registered,Haryana,Palwal,263,1055,3710,4765,1147,1344,2245,29
Case Registered,Haryana,Panchkula,135,711,1215,1926,538,666,660,62
Case Registered,Haryana,Panipat,178,993,2401,3394,598,1429,1262,105
Case Registered,Haryana,Rewari,365,2396,10042,12438,2835,5983,3468,152
Case Registered,Haryana,Rohtak,142,7152,8430,15582,4168,2615,8182,617
Case Registered,Haryana,Sirsa,339,1266,5603,6869,1940,1355,3303,271
Case Registered,Haryana,Sonipat,318,836,2325,3161,1458,513,1141,49
Case Registered,Haryana,Yamunanagar,481,2215,3023,5238,774,2110,2224,130
Case Registered,Himachal Pradesh,Bilaspur (H.P.),165,6772,13905,20677,5337,5439,6729,3172
Case Registered,Himachal Pradesh,Chamba,287,4638,13300,17938,5578,1784,4178,6398
Case Registered,Himachal Pradesh,Hamirpur (H.P.),238,4007,5254,9261,4249,1667,3201,144
Case Registered,Himachal Pradesh,Kangra,760,6184,10112,16296,4376,5566,5230,1124
Case Registered,Himachal Pradesh,Kinnaur,68,660,1355,2015,155,281,724,855
Case Registered,Himachal Pradesh,Kullu,202,2585,5283,7868,3561,432,3706,169
Case Registered,Himachal Pradesh,Lahul And Spiti,23,193,146,339,18,122,175,24
Case Registered,Himachal Pradesh,Mandi,479,4554,8523,13077,6449,869,5622,137
Case Registered,Himachal Pradesh,Shimla,355,1563,1998,3561,1576,220,1656,109
Case Registered,Himachal Pradesh,Sirmaur,230,1722,5072,6794,1922,1910,2872,90
Case Registered,Himachal Pradesh,Solan,200,2121,3414,5535,2470,384,2554,127
Case Registered,Himachal Pradesh,Una,219,3627,6045,9672,2715,2299,4315,343
Case Registered,Jammu and Kashmir,Anantnag,321,28668,49282,77950,43538,17173,12532,4707
Case Registered,Jammu and Kashmir,Bandipora,140,15689,35508,51197,26829,9774,9396,5198
Case Registered,Jammu and Kashmir,Baramulla,388,31948,82210,114158,63788,21436,15702,13232
Case Registered,Jammu and Kashmir,Budgam,296,31949,86062,118011,62236,30354,19103,6318
Case Registered,Jammu and Kashmir,Doda,233,3528,6150,9678,3454,2030,3520,674
Case Registered,Jammu and Kashmir,Ganderbal,124,9583,12893,22476,11561,3836,3495,3584
Case Registered,Jammu and Kashmir,Jammu,303,4225,6874,11099,2766,2281,5415,637
Case Registered,Jammu and Kashmir,Kathua,248,8257,17486,25743,11362,1327,11527,1527
Case Registered,Jammu and Kashmir,Kishtwar,136,1744,5601,7345,4690,1209,881,565
Case Registered,Jammu and Kashmir,Kulgam,172,13714,23454,37168,18606,6263,10255,2044
Case Registered,Jammu and Kashmir,Kupwara,384,15043,46439,61482,32813,12226,7860,8583
Case Registered,Jammu and Kashmir,Poonch,222,4848,14259,19107,4344,742,2397,11624
Case Registered,Jammu and Kashmir,Pulwama,189,12985,22377,35362,22662,2054,9671,975
Case Registered,Jammu and Kashmir,Rajouri,306,613,2441,3054,915,150,1313,676
Case Registered,Jammu and Kashmir,Ramban,140,2331,11109,13440,9872,1143,1274,1151
Case Registered,Jammu and Kashmir,Reasi,149,1714,8754,10468,4888,806,1377,3397
Case Registered,Jammu and Kashmir,Samba,101,4515,4970,9485,3133,896,4820,636
Case Registered,Jammu and Kashmir,Shopian,98,3171,12839,16010,12804,1365,945,896
Case Registered,Jammu and Kashmir,Srinagar,21,2944,5216,8160,6997,349,698,116
Case Registered,Jammu and Kashmir,Udhampur,222,767,2223,2990,832,311,1444,403
Case Registered,Jharkhand,Bokaro,239,25602,18023,43625,11459,16036,12749,3381
Case Registered,Jharkhand,Chatra,152,12276,13467,25743,3859,12950,7206,1728
Case Registered,Jharkhand,Deoghar,194,8772,2721,11493,3620,4557,2494,822
Case Registered,Jharkhand,Dhanbad,248,6966,4999,11965,2834,4579,2893,1659
Case Registered,Jharkhand,Dumka,206,4417,4882,9299,1995,3784,2784,736
Case Registered,Jharkhand,East Singhbhum,211,11874,22283,34157,1979,5310,5560,21308
Case Registered,Jharkhand,Garhwa,184,4651,10772,15423,1822,5782,6823,996
Case Registered,Jharkhand,Giridih,323,29186,54240,83426,5925,54435,19413,3653
Case Registered,Jharkhand,Godda,193,25271,38603,63874,3465,42221,10722,7466
Case Registered,Jharkhand,Gumla,152,2016,3655,5671,557,1815,555,2744
Case Registered,Jharkhand,Hazaribagh,246,4253,10166,14419,2605,8775,2477,562
Case Registered,Jharkhand,Jamtara,118,996,6570,7566,1063,4988,1154,361
Case Registered,Jharkhand,Khunti,82,3450,5006,8456,293,941,461,6761
Case Registered,Jharkhand,Koderma,86,1793,4294,6087,844,4161,1007,75
Case Registered,Jharkhand,Latehar,114,1361,2929,4290,883,958,1148,1301
Case Registered,Jharkhand,Lohardaga,65,1860,4827,6687,834,3072,693,2088
Case Registered,Jharkhand,Pakur,123,18531,16766,35297,2945,28677,2172,1503
Case Registered,Jharkhand,Palamu,264,1706,6140,7846,478,4564,1901,903
Case Registered,Jharkhand,Ramgarh,110,2478,3281,5759,631,3158,1403,567
Case Registered,Jharkhand,Ranchi,292,18351,12836,31187,1649,8465,7371,13702
Case Registered,Jharkhand,Sahibganj,153,5875,10619,16494,1836,11302,2300,1056
Case Registered,Jharkhand,SaraikelaKharsawan,128,706,2119,2825,238,1723,182,682
Case Registered,Jharkhand,Simdega,92,4361,7063,11424,764,2227,1561,6872
Case Registered,Jharkhand,West Singhbhum,186,886,1692,2578,215,1009,120,1234
Case Registered,Karnataka,Bagalkot,198,18699,24328,43027,15378,18512,7426,1711
Case Registered,Karnataka,Belagavi (Belgaum),507,9233,10091,19324,5920,8086,4180,1138
Case Registered,Karnataka,Bellary,100,5795,6036,11831,2807,3919,4136,969
Case Registered,Karnataka,Bengaluru Rural,106,3638,2011,5649,2255,1615,1607,172
Case Registered,Karnataka,Bengaluru Urban,94,2416,1375,3791,960,826,1911,94
Case Registered,Karnataka,Bidar,185,2067,2185,4252,1279,957,1569,447
Case Registered,Karnataka,Bijapur ( Vijayapura),213,2852,2679,5531,2633,2066,754,78
Case Registered,Karnataka,Chamarajanagar,130,5183,7795,12978,3557,4169,4010,1242
Case Registered,Karnataka,Chik Ballapur,157,1323,851,2174,776,331,859,208
Case Registered,Karnataka,Chikmagalur,227,9790,6415,16205,6458,5793,3275,679
Case Registered,Karnataka,Chitradurga,189,16670,14431,31101,14885,4158,8183,3875
Case Registered,Karnataka,Dakshin Kannad,230,2113,1971,4084,688,1878,1296,222
Case Registered,Karnataka,Davangere,196,6190,5925,12115,5304,3472,2102,1237
Case Registered,Karnataka,Dharwad,145,12673,9035,21708,10984,8399,1370,955
Case Registered,Karnataka,Gadag,122,2876,3068,5944,2757,2385,440,362
Case Registered,Karnataka,Hassan,267,11161,8834,19995,8460,8360,2837,338
Case Registered,Karnataka,Haveri,224,3633,3584,7217,3154,2980,686,397
Case Registered,Karnataka,Kalaburagi (Gulbarga),264,779,3075,3854,1016,836,1821,181
Case Registered,Karnataka,Kodagu,104,1592,4136,5728,1116,1270,2951,391
Case Registered,Karnataka,Kolar,156,384,631,1015,407,207,328,73
Case Registered,Karnataka,Koppal,153,11776,11878,23654,8043,7890,5781,1940
Case Registered,Karnataka,Mandya,233,6061,3429,9490,3801,4667,790,232
Case Registered,Karnataka,Mysuru (Mysore),266,9129,8988,18117,5192,7599,3682,1644
Case Registered,Karnataka,Raichur,179,8341,16072,24413,5342,10921,5240,2910
Case Registered,Karnataka,Ramanagara,127,4098,2134,6232,3525,1920,746,41
Case Registered,Karnataka,Shimoga,271,2044,1874,3918,1485,1916,349,168
Case Registered,Karnataka,Tumkur,330,13255,10804,24059,10224,6706,6445,684
Case Registered,Karnataka,Udupi,157,6216,6153,12369,2309,4559,5135,366
Case Registered,Karnataka,Uttara Kannada,231,4240,2861,7101,1308,5198,522,73
Case Registered,Karnataka,Vijayanagar,137,4624,6697,11321,5560,3789,1121,851
Case Registered,Karnataka,Yadgir,123,1428,11095,12523,4139,1934,5685,765
Case Registered,Kerala,Alappuzha,72,1804,1736,3540,1026,817,1526,171
Case Registered,Kerala,Ernakulam,82,1441,850,2291,528,998,679,86
Case Registered,Kerala,Idukki,52,1438,1007,2445,502,719,1136,88
Case Registered,Kerala,Kannur,71,1260,653,1913,417,774,668,54
Case Registered,Kerala,Kasargod,38,3280,998,4278,554,2013,1522,189
Case Registered,Kerala,Kollam,68,836,357,1193,194,382,572,45
Case Registered,Kerala,Kottayam,71,307,312,619,303,196,94,26
Case Registered,Kerala,Kozhikode,70,507,666,1173,320,700,135,18
Case Registered,Kerala,Malappuram,94,690,989,1679,282,1195,176,26
Case Registered,Kerala,Palakkad,88,484,520,1004,230,618,137,19
Case Registered,Kerala,Pathanamthitta,53,192,209,401,177,136,76,12
Case Registered,Kerala,Thiruvananthapuram,73,2766,4288,7054,615,1496,4745,198
Case Registered,Kerala,Thrissur,86,2041,3309,5350,2048,1020,2159,123
Case Registered,Kerala,Wayanad,23,2903,3735,6638,1790,2308,2134,406
Case Registered,Ladakh,Kargil,97,780,1461,2241,586,262,210,1183
Case Registered,Ladakh,Leh Ladakh,95,391,529,920,212,234,197,277
Case Registered,Lakshadweep,Lakshadweep District,10,1185,1429,2614,323,496,1790,5
Case Registered,Madhya Pradesh,Agar Malwa,230,25068,17147,42215,8485,14782,13114,5834
Case Registered,Madhya Pradesh,Alirajpur,288,20917,16383,37300,6018,12813,11676,6793
Case Registered,Madhya Pradesh,Anuppur,277,15663,10321,25984,2829,8725,8318,6112
Case Registered,Madhya Pradesh,Ashoknagar,328,11917,8610,20527,2343,7826,7441,2917
Case Registered,Madhya Pradesh,Balaghat,688,9285,13068,22353,3999,6777,9076,2501
Case Registered,Madhya Pradesh,Barwani,409,9137,17095,26232,5311,7739,11025,2157
Case Registered,Madhya Pradesh,Betul,554,3062,5002,8064,569,3982,2024,1489
Case Registered,Madhya Pradesh,Bhind,439,1509,2774,4283,800,2259,1002,222
Case Registered,Madhya Pradesh,Bhopal,208,3377,3899,7276,563,1533,1251,3929
